word,happiness_score,standard_deviation
approached,5.48,1.28
attempted,5.48,1.57
ballin,5.48,1.63
beta,5.48,1.15
bling,5.48,2.1
canon,5.48,1.34
cheap,5.48,1.95
church,5.48,1.85
cincinnati,5.48,1.47
column,5.48,0.91
compound,5.48,1.3
concept,5.48,1.4
consultant,5.48,1.18
convention,5.48,1.23
coupe,5.48,1.54
cumulative,5.48,1.07
demo,5.48,1.31
donald,5.48,1.25
elements,5.48,1.53
encountered,5.48,1.33
everytime,5.48,1.47
exception,5.48,1.15
export,5.48,1.37
extensive,5.48,1.27
external,5.48,1.22
fb,5.48,1.22
felt,5.48,1.37
guild,5.48,0.95
habit,5.48,1.61
he'll,5.48,1.16
here,5.48,1.09
highway,5.48,1.27
holmes,5.48,1.23
ikea,5.48,1.66
indicate,5.48,0.95
janet,5.48,0.95
joan,5.48,1.23
jump,5.48,1.74
kate,5.48,1.47
katherine,5.48,1.54
katie,5.48,1.61
katy,5.48,1.2
korean,5.48,1.47
laurie,5.48,1.2
led,5.48,1.13
lei,5.48,1.58
longest,5.48,1.45
luna,5.48,1.74
madison,5.48,1.2
mark,5.48,1.3
may,5.48,1.63
methods,5.48,0.99
mixed,5.48,0.84
motor,5.48,1.18
naval,5.48,1.25
nicole,5.48,1.57
nose,5.48,1.23
oklahoma,5.48,1.43
ole,5.48,1.33
operates,5.48,1.23
palm,5.48,1.33
particles,5.48,1.16
pepper,5.48,1.49
physics,5.48,1.8
picking,5.48,0.95
portion,5.48,1.52
post,5.48,1.09
powell,5.48,1.16
predicted,5.48,1.23
quoted,5.48,0.99
remote,5.48,1.73
requested,5.48,0.84
roller,5.48,1.27
route,5.48,1.22
run,5.48,1.43
sally,5.48,0.91
sell,5.48,1.13
server,5.48,1.31
sessions,5.48,0.93
shape,5.48,0.86
spread,5.48,1.13
square,5.48,0.99
stephanie,5.48,1.36
surfaces,5.48,1.22
surname,5.48,0.99
tampa,5.48,0.97
township,5.48,1.59
trek,5.48,1.47
tried,5.48,1.64
truck,5.48,1.55
tweet,5.48,1.59
user,5.48,1.01
users,5.48,1.15
utility,5.48,1.22
vamos,5.48,1.23
wells,5.48,0.89
ceiling,5.47,1.1
dwell,5.47,1.66
elaborate,5.47,1.66
grip,5.47,1.71
halls,5.47,1.08
loaded,5.47,1.84
metabolism,5.47,1.5
spinning,5.47,1.42
alex,5.46,0.89
appeared,5.46,0.99
arlington,5.46,1.66
blogger,5.46,1.13
bricks,5.46,1.09
cam,5.46,1.18
caption,5.46,0.84
carries,5.46,1.23
carroll,5.46,1.03
cavalry,5.46,1.73
challenged,5.46,1.47
chi,5.46,1.4
chronicle,5.46,1.53
coalition,5.46,1.42
colonies,5.46,1.34
competitive,5.46,1.91
conducted,5.46,1.2
consisted,5.46,1.33
contract,5.46,1.11
developers,5.46,1.72
diameter,5.46,1.17
directed,5.46,1.07
distributed,5.46,1.11
domestic,5.46,1.66
dozen,5.46,1.11
enough,5.46,1.4
equation,5.46,1.5
expectations,5.46,1.54
explain,5.46,1.34
followed,5.46,1.22
fox,5.46,1.72
further,5.46,1.11
gears,5.46,0.89
guts,5.46,1.93
helen,5.46,1.01
index,5.46,1.23
instructions,5.46,1.45
jeffrey,5.46,1.05
jerry,5.46,1.99
lafayette,5.46,1.58
laid,5.46,1.23
let's,5.46,1.01
linked,5.46,1.4
list,5.46,0.86
local,5.46,1.36
loop,5.46,1.31
manufacturers,5.46,1.15
math,5.46,1.95
matthew,5.46,1.03
meeting,5.46,1.34
megan,5.46,1.27
mornin,5.46,1.68
needed,5.46,1.49
object,5.46,1.03
organ,5.46,1.66
particularly,5.46,1.27
philly,5.46,1.55
process,5.46,1.11
projects,5.46,1.59
pulls,5.46,1.15
quote,5.46,0.91
rebecca,5.46,1.34
reform,5.46,1.34
religious,5.46,2.01
richmond,5.46,1.09
sandra,5.46,0.93
segment,5.46,1.49
sent,5.46,0.91
series,5.46,0.93
serve,5.46,1.31
sharon,5.46,0.97
shipping,5.46,1.31
shoulder,5.46,1.22
stacks,5.46,1.33
statements,5.46,0.97
surrounding,5.46,1.23
therapy,5.46,1.53
thy,5.46,1.16
twitter,5.46,1.91
uno,5.46,0.95
vincent,5.46,0.93
watched,5.46,1.27
wide,5.46,1.33
william,5.46,1.05
dome,5.46,1.32
filter,5.46,1.27
notions,5.46,1.13
unfold,5.46,1.32
administered,5.45,1.56
furthermore,5.45,1.47
situations,5.45,1.14
sociology,5.45,1.46
subsequent,5.45,1.23
sway,5.45,1.21
wrists,5.45,1.34
drawers,5.45,1.32
undoubtedly,5.45,1.46
2nite,5.44,1.79
amp,5.44,1.25
anita,5.44,1.3
area,5.44,0.88
arthur,5.44,1.09
assigned,5.44,1.23
aug,5.44,1.37
axis,5.44,1.4
battery,5.44,1.2
beside,5.44,0.99
bob,5.44,1.16
brown,5.44,1.28
calculation,5.44,1.2
carolina,5.44,1.51
carried,5.44,1.11
centres,5.44,1.23
chair,5.44,1.25
charter,5.44,0.93
columbia,5.44,1.47
company,5.44,1.58
consist,5.44,1.28
cope,5.44,1.61
counter,5.44,1.18
curtains,5.44,1.37
deck,5.44,1.39
den,5.44,1.34
doors,5.44,1.07
earl,5.44,1.09
editors,5.44,1.18
evelyn,5.44,1.03
fisher,5.44,1.26
flow,5.44,1.59
georgia,5.44,1.28
i'd,5.44,0.81
imports,5.44,1.49
jay,5.44,1.13
joel,5.44,1.01
jordan,5.44,1.75
kong,5.44,1.18
lab,5.44,1.54
lateral,5.44,1.26
mass,5.44,1.11
meant,5.44,0.99
metal,5.44,1.28
mister,5.44,1.43
montana,5.44,1.28
moore,5.44,1.59
noche,5.44,1.18
nov,5.44,1.25
operating,5.44,1.42
overall,5.44,1.21
passes,5.44,1.49
passing,5.44,1.74
paul,5.44,1.21
phrase,5.44,0.84
possess,5.44,1.59
quantitative,5.44,1.4
recently,5.44,1.11
refers,5.44,1.16
represent,5.44,1.05
saw,5.44,0.81
search,5.44,1.18
sept,5.44,1.03
seventy,5.44,1.57
signal,5.44,0.97
solomon,5.44,1.3
stations,5.44,0.91
storage,5.44,1.07
street,5.44,0.84
subject,5.44,1.03
submit,5.44,1.5
surround,5.44,1.4
ten,5.44,1.2
tenants,5.44,1.16
thurs,5.44,1.36
tone,5.44,0.86
tongue,5.44,1.09
trunk,5.44,0.97
tweeted,5.44,1.69
versions,5.44,1.03
wagner,5.44,0.97
wax,5.44,1.2
wilson,5.44,0.79
worked,5.44,1.58
yen,5.44,1.43
zion,5.44,1.53
measurements,5.44,1.6
reactions,5.44,0.97
adjacent,5.43,1.14
bailar,5.43,1.04
kara,5.43,1.34
modes,5.43,1.21
proposition,5.43,1.46
remainder,5.43,1.24
steam,5.43,1.44
10am,5.42,1.16
again,5.42,1.26
also,5.42,1.03
ashley,5.42,1.25
aye,5.42,1.64
background,5.42,1.21
bailey,5.42,1.16
barrel,5.42,1.29
bedford,5.42,1.23
booth,5.42,1.11
bowl,5.42,1.26
businessman,5.42,1.39
calls,5.42,1.03
came,5.42,1.42
carolyn,5.42,1.47
category,5.42,1.5
centre,5.42,0.84
chip,5.42,1.05
com,5.42,1.07
comprehensive,5.42,1.39
compromise,5.42,1.82
conductor,5.42,1.36
course,5.42,1.37
crow,5.42,1.68
dennis,5.42,0.95
derived,5.42,1.21
duration,5.42,1.25
enzyme,5.42,1.26
ever,5.42,1.01
financial,5.42,1.79
floors,5.42,0.84
frances,5.42,1.18
gene,5.42,0.97
going,5.42,1.16
gotten,5.42,1.39
he,5.42,0.91
himself,5.42,0.97
hockey,5.42,1.68
hopkins,5.42,0.84
initial,5.42,1.05
inner,5.42,1.03
instance,5.42,1.11
jeanne,5.42,1.03
jeremy,5.42,1.14
jr,5.42,1.34
julia,5.42,1.11
julie,5.42,1.18
listenin,5.42,1.54
livingston,5.42,0.93
memphis,5.42,1.57
mentioned,5.42,1.11
mercury,5.42,1.54
mini,5.42,1.07
monthly,5.42,0.91
nine,5.42,1.13
note,5.42,0.99
nowadays,5.42,1.46
om,5.42,1.62
oprah,5.42,2.05
pasa,5.42,1.16
penn,5.42,1.29
peter,5.42,1.05
point,5.42,0.91
polls,5.42,1.28
presentation,5.42,1.58
primarily,5.42,0.95
ranks,5.42,1.68
references,5.42,1.47
resulting,5.42,1.21
riley,5.42,1.14
rolled,5.42,1.36
roof,5.42,1.01
sam,5.42,1.29
sean,5.42,0.93
secretary,5.42,1.31
select,5.42,1.25
signals,5.42,1.14
snl,5.42,1.29
spencer,5.42,1.47
state's,5.42,0.99
subjects,5.42,1.01
tables,5.42,0.84
tell,5.42,1.03
terry,5.42,1.16
theory,5.42,1.49
tom,5.42,1.34
topic,5.42,0.88
toss,5.42,1.37
treasury's,5.42,1.54
tweets,5.42,1.97
yorkers,5.42,1.37
you'll,5.42,1.31
calculated,5.42,1.4
configuration,5.42,1.41
inhabitants,5.42,1.44
statute,5.42,1.66
interlude,5.41,1.41
clerk,5.41,1.35
constitutes,5.41,1.37
cylinder,5.41,1.21
knocks,5.41,1.59
ratio,5.41,1.43
tissue,5.41,1.48
variables,5.41,1.24
vector,5.41,1.1
vols,5.41,1.46
whassup,5.41,1.79
width,5.41,0.93
absolute,5.4,1.62
ah,5.4,1.21
alison,5.4,1.11
anne,5.4,1.14
arabia,5.4,1.64
arkansas,5.4,1.23
boldface,5.4,1.09
cast,5.4,1.37
chamber,5.4,1.37
china,5.4,1.7
claimed,5.4,1.18
conquest,5.4,2.11
consecutive,5.4,1.16
daily,5.4,1.03
dana,5.4,1.05
definitions,5.4,1.2
distribution,5.4,0.97
dna,5.4,1.36
document,5.4,1.23
each,5.4,0.99
earlier,5.4,1.23
embassy,5.4,1.34
esp,5.4,1.14
estimate,5.4,0.99
fam,5.4,1.62
figured,5.4,1.18
fuel,5.4,1.18
gulf,5.4,1.71
headquarters,5.4,1.01
healthcare,5.4,2.06
hee,5.4,1.5
holds,5.4,1.07
inside,5.4,0.73
intent,5.4,1.46
jan,5.4,1.14
johnson,5.4,1.37
joseph,5.4,1.62
lah,5.4,1.23
lawrence,5.4,1.34
lick,5.4,1.56
lou,5.4,1.31
lung,5.4,1.31
main,5.4,1.21
malcolm,5.4,1.01
margaret,5.4,1.23
matter,5.4,1.01
mexican,5.4,1.53
ministers,5.4,1.77
mixtape,5.4,1.05
nancy,5.4,1.32
oakland,5.4,1.39
obedience,5.4,1.62
one,5.4,1.59
paula,5.4,1.34
picks,5.4,1.36
processes,5.4,1.48
putting,5.4,1.09
ranging,5.4,0.88
reminds,5.4,1.2
reorganization,5.4,1.48
represents,5.4,0.88
rien,5.4,1.16
riverdale,5.4,1.4
sarah,5.4,1.63
seen,5.4,1.2
statistical,5.4,1.26
stayed,5.4,1.25
stomach,5.4,1.07
string,5.4,1.09
sushi,5.4,2.25
tap,5.4,1.23
testament,5.4,1.54
thee,5.4,1.07
they'll,5.4,1.28
transfer,5.4,1.51
two,5.4,0.97
xxx,5.4,1.85
origins,5.4,1.51
actin,5.39,1.37
cielo,5.39,1.52
defence,5.39,1.52
dub,5.39,1.26
empirical,5.39,1.48
explicitly,5.39,1.48
jive,5.39,1.95
reprinted,5.39,1.13
spins,5.39,1.47
ahh,5.38,1.43
am,5.38,1.09
announcement,5.38,1.43
arms,5.38,0.99
baltimore,5.38,1.19
basis,5.38,1.01
butler,5.38,1.6
camino,5.38,1.44
carved,5.38,1.31
clark,5.38,1.18
coefficient,5.38,1.56
comp,5.38,0.95
control,5.38,1.48
copy,5.38,1.07
core,5.38,1.09
curriculum,5.38,1.48
dec,5.38,1.35
deemed,5.38,1.44
detective,5.38,1.54
different,5.38,1.24
doctrine,5.38,1.7
door,5.38,1.21
files,5.38,1.43
following,5.38,1.64
grams,5.38,0.95
hp,5.38,1.43
hudson,5.38,1.24
i'll,5.38,1.29
industry,5.38,1.31
items,5.38,1.54
jamie,5.38,0.97
jesse,5.38,1.44
latin,5.38,1.38
let,5.38,1.01
lite,5.38,1.43
lookin,5.38,1.37
machine,5.38,1.26
manner,5.38,1.35
mit,5.38,1.26
nelson,5.38,1.28
nitrogen,5.38,1.44
nucleus,5.38,1.46
official,5.38,1.03
overtime,5.38,1.95
personnel,5.38,1.1
pitching,5.38,1.43
projected,5.38,1.29
province,5.38,1.48
rope,5.38,1.26
said,5.38,0.9
second,5.38,1.19
securities,5.38,2.05
send,5.38,1.35
sensitivity,5.38,1.77
shall,5.38,1.24
soldiers,5.38,1.64
standards,5.38,1.09
statistically,5.38,1.41
steps,5.38,1.12
steve,5.38,0.9
tan,5.38,1.71
technical,5.38,1.6
text,5.38,1.32
thread,5.38,1.35
tierra,5.38,1.61
timbaland,5.38,1.5
tricks,5.38,1.52
tunnel,5.38,1.46
twelve,5.38,1.16
wants,5.38,1.32
wednesday,5.38,1.34
whew,5.38,1.19
wordpress,5.38,1.21
would,5.38,0.85
yards,5.38,0.92
year,5.38,1.35
yesterday's,5.38,1.47
comparison,5.37,1.22
ella,5.37,1.6
givin,5.37,1.25
hem,5.37,1.22
parish,5.37,1.7
silently,5.37,1.55
sits,5.37,1.09
whispering,5.37,1.63
illusions,5.36,1.81
asked,5.36,1.27
bee,5.36,1.65
briefing,5.36,1.26
britney,5.36,1.68
capitol,5.36,1.29
caps,5.36,1.03
claire,5.36,1.55
clip,5.36,1.26
clips,5.36,1.17
colonial,5.36,1.35
constitute,5.36,1.14
contracts,5.36,1.24
covering,5.36,0.88
customs,5.36,1.64
dash,5.36,1.48
delta,5.36,1.05
dishes,5.36,1.82
economic,5.36,1.69
edit,5.36,1.17
eileen,5.36,1.21
establishment,5.36,1.29
finger,5.36,1.17
georgetown,5.36,1.47
gloria,5.36,1.47
greene,5.36,1.05
gud,5.36,1.56
hall,5.36,1.21
hay,5.36,1.48
heard,5.36,0.8
jimmy,5.36,1.12
linear,5.36,1.19
liquor,5.36,2.28
listing,5.36,1.01
lmaoo,5.36,1.89
mason,5.36,0.94
miller,5.36,1.03
milwaukee,5.36,1.17
monde,5.36,1.27
mouse,5.36,1.96
moving,5.36,1.5
msn,5.36,1.75
nba,5.36,1.85
nude,5.36,1.97
nuestro,5.36,1.32
overview,5.36,1.44
oz,5.36,1.51
pattern,5.36,1.77
port,5.36,1.44
possession,5.36,1.99
press,5.36,1.22
principal,5.36,1.4
pronto,5.36,1.24
quiero,5.36,0.98
rabbi,5.36,1.45
reposing,5.36,1.54
russell,5.36,1.38
same,5.36,1.27
si,5.36,1.43
sim,5.36,0.96
sit,5.36,1.22
sold,5.36,1.29
sounded,5.36,1.05
staff,5.36,0.88
standing,5.36,0.85
stocks,5.36,1.29
structure,5.36,1.38
stuart,5.36,1.38
subsequently,5.36,1.16
sympathy,5.36,1.91
taiwan,5.36,1.27
target,5.36,1.52
teeth,5.36,1.87
trenton,5.36,1.35
tres,5.36,1.52
trucks,5.36,1.66
tuesdays,5.36,1.14
tummy,5.36,1.38
tweeting,5.36,1.97
verb,5.36,1.16
vest,5.36,1.14
wakes,5.36,1.68
walter,5.36,1.43
we'd,5.36,1.16
westchester,5.36,1.4
wi,5.36,0.88
wright,5.36,0.98
you'd,5.36,1.16
yugoslavia,5.36,1.38
emperor,5.35,2.06
thesis,5.35,1.85
chevy,5.35,1.71
della,5.35,1.18
finite,5.35,1.45
loot,5.35,2.09
motive,5.35,1.49
define,5.34,1.07
adams,5.34,1.08
advised,5.34,1.7
andrea,5.34,1.22
anonymity,5.34,1.33
anthony,5.34,1.47
anything,5.34,1.02
anywhere,5.34,1.29
arc,5.34,1.17
areas,5.34,1.02
ay,5.34,0.96
backs,5.34,1.44
bros,5.34,1.53
campaign,5.34,1.55
candidate,5.34,1.1
carter,5.34,1.61
checked,5.34,1.14
classified,5.34,1.45
colts,5.34,1.59
comparable,5.34,1.26
crossing,5.34,1.33
currently,5.34,0.82
denver,5.34,1.49
ding,5.34,1.6
doctor,5.34,1.62
drank,5.34,1.47
editorial,5.34,1.36
flick,5.34,1.36
fur,5.34,1.73
gear,5.34,1.29
geek,5.34,1.89
german,5.34,1.39
giant,5.34,1.19
giants,5.34,1.49
hampton,5.34,1.33
harold,5.34,1.15
ily,5.34,1.57
iron,5.34,1.35
karen,5.34,1.38
korea,5.34,1.38
liebe,5.34,1.39
lillian,5.34,1.47
log,5.34,0.96
manufacturer,5.34,1.02
massive,5.34,1.29
maureen,5.34,0.8
mc,5.34,1.39
middle,5.34,0.72
moderate,5.34,1.27
nog,5.34,1.14
noticed,5.34,1.42
occurred,5.34,1.02
ohhhh,5.34,1.97
orleans,5.34,1.26
ounce,5.34,0.96
pack,5.34,1.27
percent,5.34,0.92
phil,5.34,1.12
physician,5.34,1.84
rate,5.34,1.22
regional,5.34,0.82
request,5.34,1.22
revolution,5.34,1.39
rihanna,5.34,1.98
roosevelt,5.34,1.87
session,5.34,1.12
six,5.34,1.15
sullivan,5.34,0.89
surgeon,5.34,1.62
susan,5.34,1.27
sylvia,5.34,1.32
then,5.34,0.75
they're,5.34,1.1
thinkin,5.34,1.1
tmrw,5.34,1.0
transmitted,5.34,1.57
tube,5.34,1.29
typing,5.34,1.21
upon,5.34,0.69
walmart,5.34,2.27
whitman,5.34,0.8
whitney,5.34,1.17
wider,5.34,1.04
within,5.34,1.36
yo,5.34,1.67
blink,5.33,1.43
noches,5.33,1.34
threshold,5.33,1.48
bringin,5.33,1.48
tutti,5.33,1.48
verdad,5.33,1.13
abraham,5.32,1.5
alter,5.32,1.25
andre,5.32,1.22
beep,5.32,1.52
bench,5.32,1.04
bucket,5.32,1.19
calif,5.32,1.33
chin,5.32,0.98
commerce,5.32,1.32
compare,5.32,1.0
cover,5.32,1.27
currents,5.32,1.17
deepest,5.32,1.45
dorothy,5.32,1.3
editorials,5.32,1.1
emeritus,5.32,1.65
endless,5.32,1.85
estimates,5.32,1.11
evaluation,5.32,1.8
firm,5.32,1.17
francis,5.32,1.43
general,5.32,1.13
gregory,5.32,1.11
hoffman,5.32,0.96
hour,5.32,0.79
identified,5.32,1.27
indicates,5.32,1.08
jacqueline,5.32,1.66
joshua,5.32,0.98
kristen,5.32,1.45
label,5.32,1.02
literally,5.32,1.52
louise,5.32,1.17
mas,5.32,1.04
measure,5.32,1.1
medium,5.32,0.79
mention,5.32,0.74
michigan,5.32,1.28
names,5.32,1.0
nassau,5.32,1.43
negotiations,5.32,1.38
nineteenth,5.32,1.45
pa,5.32,1.65
palmer,5.32,1.02
partly,5.32,1.17
peeps,5.32,1.58
plz,5.32,1.89
posts,5.32,1.11
presumably,5.32,1.15
quite,5.32,1.71
rebounds,5.32,1.32
remind,5.32,1.43
reserve,5.32,1.11
review,5.32,1.02
rite,5.32,1.19
rye,5.32,1.35
selena,5.32,0.94
site,5.32,0.79
skip,5.32,1.46
someone's,5.32,1.28
speech,5.32,1.75
step,5.32,0.87
subway,5.32,1.68
surface,5.32,1.08
table,5.32,0.68
taking,5.32,1.3
tells,5.32,1.27
ticket,5.32,1.48
ting,5.32,1.35
tribes,5.32,1.32
turning,5.32,1.02
two-year,5.32,1.08
types,5.32,0.74
urself,5.32,1.87
vancouver,5.32,1.45
varies,5.32,0.91
yield,5.32,1.61
zone,5.32,0.98
preceding,5.31,0.99
affecting,5.31,1.33
alles,5.31,1.08
bop,5.31,1.45
consume,5.31,1.88
discipline,5.31,1.81
disposition,5.31,1.39
gypsy,5.31,1.7
heed,5.31,1.21
ion,5.31,1.12
shelf,5.31,1.1
stash,5.31,1.66
varying,5.31,1.45
vivir,5.31,1.33
*estimated,5.3,1.11
actually,5.3,1.11
aire,5.3,1.42
ancora,5.3,1.15
atlanta,5.3,1.42
barnes,5.3,0.91
bat,5.3,1.36
biblical,5.3,1.93
bishop,5.3,1.62
bonnie,5.3,1.68
boundary,5.3,1.17
brad,5.3,1.13
brian,5.3,1.43
bring,5.3,0.99
calendar,5.3,1.13
carnegie,5.3,1.46
catholic,5.3,1.83
center,5.3,0.99
chairman,5.3,1.47
chrysler,5.3,1.02
circuits,5.3,0.76
colin,5.3,1.13
constantly,5.3,1.2
cornell,5.3,1.47
correspondent,5.3,1.17
counts,5.3,1.15
county,5.3,1.05
creature,5.3,1.64
dave,5.3,1.4
drake,5.3,1.25
editing,5.3,1.23
eight,5.3,1.28
elevator,5.3,1.39
glen,5.3,1.25
irene,5.3,1.37
jk,5.3,1.23
junior,5.3,1.27
km/h,5.3,1.17
lee,5.3,0.91
lesson,5.3,1.49
levels,5.3,0.95
lexington,5.3,1.28
md,5.3,1.13
medicare,5.3,1.68
mic,5.3,0.93
mike,5.3,1.45
miles,5.3,1.17
miriam,5.3,0.99
mph,5.3,1.28
murphy,5.3,0.89
neck,5.3,1.18
nova,5.3,1.64
number,5.3,0.93
one's,5.3,0.74
patch,5.3,1.04
pay,5.3,2.32
peggy,5.3,1.05
placed,5.3,1.56
pounds,5.3,1.82
president's,5.3,1.52
profile,5.3,1.23
quiz,5.3,1.49
rail,5.3,1.11
randy,5.3,1.36
reviews,5.3,1.22
ritual,5.3,1.76
robert,5.3,1.05
roberts,5.3,0.89
roger,5.3,0.84
samuel,5.3,1.15
scales,5.3,1.28
sec,5.3,1.04
seth,5.3,1.15
seymour,5.3,1.04
silly,5.3,1.98
singular,5.3,1.45
somebody,5.3,1.13
someone,5.3,1.17
spray,5.3,1.45
suit,5.3,1.58
system,5.3,1.73
tactics,5.3,1.58
telling,5.3,1.05
tend,5.3,1.42
third,5.3,1.15
transition,5.3,1.36
trump,5.3,1.71
via,5.3,1.15
vids,5.3,1.43
visitation,5.3,1.83
washing,5.3,1.83
ways,5.3,1.17
weekly,5.3,1.59
windy,5.3,1.84
year's,5.3,1.17
you're,5.3,1.09
hitherto,5.29,1.37
incorporated,5.29,1.22
prescribed,5.29,1.62
assumption,5.29,1.8
cama,5.29,1.38
clergy,5.29,1.88
heel,5.29,1.35
playas,5.29,1.78
rodeo,5.29,1.55
shakin,5.29,1.62
transferred,5.29,1.37
2-bath,5.28,1.63
alert,5.28,1.81
already,5.28,1.23
annual,5.28,1.05
assessment,5.28,1.37
beef,5.28,2.18
behalf,5.28,1.09
borough,5.28,1.07
code,5.28,1.13
comin,5.28,1.21
congregation,5.28,1.73
copies,5.28,1.18
craig,5.28,0.9
cuore,5.28,1.21
dean,5.28,1.28
declared,5.28,1.34
defended,5.28,1.76
diplomat,5.28,1.49
dot,5.28,1.18
empire,5.28,1.83
estar,5.28,1.33
esther,5.28,1.23
etsy,5.28,1.41
eventually,5.28,1.57
extract,5.28,1.46
feelin,5.28,1.44
follower,5.28,1.18
form,5.28,1.11
gates,5.28,1.14
handling,5.28,1.09
hannah,5.28,1.43
happen,5.28,1.05
harriet,5.28,1.39
harvey,5.28,1.44
held,5.28,1.28
holla,5.28,1.78
inches,5.28,1.2
institute,5.28,1.41
interviewed,5.28,1.4
jacobs,5.28,0.9
james,5.28,1.07
l,5.28,1.14
length,5.28,0.88
mag,5.28,1.03
martha,5.28,1.2
meanwhile,5.28,0.88
minutes,5.28,0.9
mode,5.28,1.18
morton,5.28,0.95
nonprofit,5.28,1.94
ora,5.28,0.86
packed,5.28,1.16
packing,5.28,1.53
pandora,5.28,1.58
parameter,5.28,1.21
posse,5.28,1.28
preacher,5.28,2.12
representatives,5.28,1.67
rewind,5.28,1.09
says,5.28,1.2
scheduled,5.28,1.2
secrets,5.28,1.82
section,5.28,0.83
serum,5.28,1.33
sheila,5.28,0.97
someday,5.28,1.44
sometimes,5.28,0.95
somewhere,5.28,0.86
sort,5.28,0.83
stands,5.28,0.88
state,5.28,0.97
stats,5.28,1.18
stays,5.28,1.31
temporal,5.28,1.31
that's,5.28,0.86
theodore,5.28,1.07
theology,5.28,1.73
tracks,5.28,1.11
tyler,5.28,1.05
unions,5.28,1.65
version,5.28,0.83
wandering,5.28,1.73
years,5.28,1.47
york's,5.28,0.78
specified,5.28,1.3
leben,5.27,1.22
anyhow,5.27,1.24
bumpin,5.27,1.77
governed,5.27,1.74
holdin,5.27,1.52
implies,5.27,1.11
moet,5.27,1.44
quieres,5.27,1.29
revised,5.27,1.4
semi,5.27,1.33
africa,5.26,2.08
agency,5.26,0.92
asking,5.26,0.99
based,5.26,0.75
berlin,5.26,1.59
bid,5.26,1.19
boyz,5.26,1.96
carrier,5.26,1.35
carrying,5.26,1.27
clinton's,5.26,1.55
commander,5.26,1.51
companies,5.26,1.03
conan,5.26,1.79
conference,5.26,1.16
converted,5.26,0.96
counsel,5.26,1.01
cynthia,5.26,1.45
dale,5.26,1.19
department,5.26,1.1
desk,5.26,0.99
detected,5.26,1.35
dias,5.26,1.05
digging,5.26,1.07
directions,5.26,1.27
doris,5.26,1.12
dormir,5.26,1.24
dramatic,5.26,1.91
drove,5.26,1.12
edward,5.26,1.24
elliott,5.26,0.94
facility,5.26,1.59
facing,5.26,1.1
fare,5.26,1.69
floyd,5.26,1.29
foto,5.26,1.47
frog,5.26,1.8
george,5.26,1.07
glenn,5.26,1.1
goes,5.26,1.12
ground,5.26,1.29
guidelines,5.26,1.55
hispanic,5.26,1.48
hmmmm,5.26,1.12
houston,5.26,1.31
jake,5.26,1.48
jim,5.26,1.21
justin,5.26,1.45
kay,5.26,1.1
lines,5.26,1.01
mainly,5.26,1.23
marcus,5.26,0.99
marshall,5.26,0.94
martin,5.26,0.94
matt,5.26,1.32
mayor,5.26,1.31
mr,5.26,1.14
mundo,5.26,0.92
nc,5.26,1.38
nearly,5.26,1.24
nina,5.26,1.31
papers,5.26,1.31
perry,5.26,1.03
philip,5.26,1.05
piece,5.26,1.07
plot,5.26,1.38
pouring,5.26,1.58
preliminary,5.26,1.1
print,5.26,1.21
prudential,5.26,1.4
qual,5.26,1.41
reasons,5.26,1.01
reed,5.26,1.26
register,5.26,1.08
richard,5.26,0.96
robinson,5.26,0.78
roslyn,5.26,0.96
semester,5.26,1.7
sergeant,5.26,1.27
shift,5.26,1.05
shirley,5.26,1.08
siempre,5.26,1.48
sir,5.26,1.12
spot,5.26,1.47
stated,5.26,0.78
statement,5.26,0.96
tool,5.26,1.54
uniform,5.26,1.63
units,5.26,1.03
walls,5.26,1.03
week's,5.26,1.38
lend,5.26,1.77
hangin,5.25,1.76
borne,5.24,1.38
differentiation,5.24,1.11
intermediate,5.24,1.27
motives,5.24,1.45
a,5.24,0.92
abc,5.24,1.0
asks,5.24,0.87
beijing,5.24,1.69
bet,5.24,1.39
boeing,5.24,1.36
chart,5.24,1.33
depend,5.24,1.39
diplomats,5.24,1.86
doin,5.24,1.38
donna,5.24,1.35
douglas,5.24,1.19
drivers,5.24,1.15
edited,5.24,1.14
elaine,5.24,1.29
ellis,5.24,0.94
encounter,5.24,1.78
evans,5.24,1.1
faced,5.24,1.24
fifth,5.24,1.22
fin,5.24,0.96
five,5.24,0.69
franklin,5.24,1.06
garage,5.24,1.2
generally,5.24,1.14
goin,5.24,1.33
harry,5.24,1.25
industries,5.24,1.1
insurance,5.24,1.96
iowa,5.24,1.38
irving,5.24,1.33
jajaja,5.24,1.2
kirk,5.24,1.45
lieutenant,5.24,1.19
longtime,5.24,1.73
matters,5.24,1.32
mid,5.24,0.74
minnesota,5.24,1.53
morgan,5.24,1.29
namely,5.24,1.27
nathan,5.24,1.17
oliver,5.24,1.14
parliamentary,5.24,1.59
partially,5.24,1.3
parts,5.24,1.12
persian,5.24,1.65
pon,5.24,1.41
poppin,5.24,1.88
publicly,5.24,1.27
returns,5.24,1.51
ringing,5.24,1.76
rookie,5.24,1.04
salomon,5.24,1.02
sat,5.24,1.33
seem,5.24,0.96
sf,5.24,1.44
should,5.24,1.17
since,5.24,0.92
socialist,5.24,2.19
sorts,5.24,0.94
spending,5.24,1.61
stanley,5.24,1.02
substances,5.24,1.3
there's,5.24,0.66
ties,5.24,1.45
ton,5.24,1.22
toujours,5.24,1.3
turned,5.24,0.85
txt,5.24,1.29
vessels,5.24,1.45
